dataset,method,graph,target,n,n_errors,error_rate,teacher_gold_alignment,feature_set,n_features,accuracy,balanced_accuracy,auroc,auprc_error,mcc,precision_error,recall_error,f1_error
setfit_ag_news,graphsvx,skipgrams,teacher_agreement,7600,263,0.034605263157894695,0.9380263157894737,confidence,3,0.9073684210526316,0.9061991645034724,0.9490695371291196,0.3353387420664129,0.4558644827556521,0.2595419847328244,0.9049429657794676,0.4033898305084746
setfit_ag_news,graphsvx,skipgrams,teacher_agreement,7600,263,0.034605263157894695,0.9380263157894737,explanation,19,0.8935526315789474,0.875214743129645,0.9470577535290425,0.4076325513434439,0.4064562654411305,0.22590361445783133,0.8555133079847909,0.3574265289912629
setfit_ag_news,graphsvx,skipgrams,teacher_agreement,7600,263,0.034605263157894695,0.9380263157894737,confidence+explanation,22,0.904342105263158,0.9027987734442492,0.9540155604879897,0.3817417303054676,0.44766334500874505,0.2526652452025586,0.9011406844106464,0.3946711074104913
setfit_ag_news,graphsvx,skipgrams,teacher_agreement,7600,263,0.034605263157894695,0.9380263157894737,paper (4 dimensions),20,0.8935526315789474,0.875214743129645,0.9468494235426359,0.4039075240858944,0.4064562654411305,0.22590361445783133,0.8555133079847909,0.3574265289912629
setfit_ag_news,graphsvx,skipgrams,gold_label,7600,564,0.0742105263157895,0.9380263157894737,majority baseline,0,0.9257894736842105,0.5,0.5,0.07421052631578948,0.0,0.0,0.0,0.0
setfit_ag_news,graphsvx,skipgrams,gold_label,7600,564,0.0742105263157895,0.9380263157894737,confidence,3,0.8693421052631579,0.7728656877094093,0.8460599288764167,0.31542453751798516,0.39593895682199703,0.3171355498721228,0.6595744680851063,0.4283246977547496
setfit_ag_news,graphsvx,skipgrams,gold_label,7600,564,0.0742105263157895,0.9380263157894737,explanation,19,0.8376315789473684,0.7720487140098138,0.8396009983106133,0.35201630023591685,0.36257734053216667,0.2696011004126547,0.6950354609929078,0.38850346878097125
setfit_ag_news,graphsvx,skipgrams,gold_label,7600,564,0.0742105263157895,0.9380263157894737,confidence+explanation,22,0.8511842105263158,0.7834455223188546,0.8492794402848169,0.3471301105079306,0.3875390839161416,0.2916972814107274,0.7039007092198581,0.4124675324675325
setfit_ag_news,graphsvx,skipgrams,gold_label,7600,564,0.0742105263157895,0.9380263157894737,paper (4 dimensions),20,0.8393421052631579,0.7721570726436282,0.8412052100847112,0.355565831543654,0.3641632251485195,0.2717164697706741,0.6932624113475178,0.3904143784323515
setfit_ag_news,graphsvx,syntactic,teacher_agreement,7600,317,0.04171052631578942,0.9380263157894737,majority baseline,0,0.9582894736842106,0.5,0.5,0.041710526315789476,0.0,0.0,0.0,0.0
setfit_ag_news,graphsvx,syntactic,teacher_agreement,7600,317,0.04171052631578942,0.9380263157894737,confidence,3,0.8905263157894737,0.8825353194921322,0.9351499603025238,0.341454144651772,0.43995436106879426,0.2591206735266604,0.8738170347003155,0.3997113997113997
setfit_ag_news,graphsvx,syntactic,teacher_agreement,7600,317,0.04171052631578942,0.9380263157894737,explanation,19,0.8881578947368421,0.887334101149949,0.9406270425358566,0.3809052601404312,0.44103169961010324,0.25662100456621006,0.886435331230284,0.3980169971671388
setfit_ag_news,graphsvx,syntactic,teacher_agreement,7600,317,0.04171052631578942,0.9380263157894737,confidence+explanation,22,0.8857894736842106,0.8996760530010035,0.9418926838395971,0.3666439172898828,0.44902759516482216,0.2564102564102564,0.9148264984227129,0.4005524861878453
setfit_ag_news,graphsvx,syntactic,teacher_agreement,7600,317,0.04171052631578942,0.9380263157894737,paper (4 dimensions),20,0.8882894736842105,0.8874027541775475,0.9405265535617061,0.37972163071354414,0.4412775113344378,0.25685557586837293,0.886435331230284,0.3982990786676116
setfit_ag_news,graphsvx,syntactic,gold_label,7600,606,0.0797368421052631,0.9380263157894737,majority baseline,0,0.9202631578947369,0.5,0.5,0.07973684210526316,0.0,0.0,0.0,0.0
setfit_ag_news,graphsvx,syntactic,gold_label,7600,606,0.0797368421052631,0.9380263157894737,confidence,3,0.8576315789473684,0.7832333419215527,0.839939184081405,0.31443230128575417,0.4052908763355948,0.3194233687405159,0.6947194719471947,0.4376299376299376
setfit_ag_news,graphsvx,syntactic,gold_label,7600,606,0.0797368421052631,0.9380263157894737,explanation,19,0.8432894736842105,0.7792089117404735,0.8438052984594999,0.3246625328501114,0.38630820256242676,0.2964509394572025,0.7029702970297029,0.4170337738619677
setfit_ag_news,graphsvx,syntactic,gold_label,7600,606,0.0797368421052631,0.9380263157894737,confidence+explanation,22,0.84,0.7894791480863843,0.8467491230106711,0.31943817952671605,0.39463237289424036,0.2958500669344043,0.7293729372937293,0.42095238095238097
setfit_ag_news,graphsvx,syntactic,gold_label,7600,606,0.0797368421052631,0.9380263157894737,paper (4 dimensions),20,0.8439473684210527,0.7795663609826811,0.8434072675211473,0.3235278966530574,0.3873203749964315,0.29748603351955305,0.7029702970297029,0.4180569185475957
setfit_ag_news,graphsvx,window,teacher_agreement,7600,266,0.03500000000000003,0.9380263157894737,majority baseline,0,0.965,0.5,0.5,0.035,0.0,0.0,0.0,0.0
setfit_ag_news,graphsvx,window,teacher_agreement,7600,266,0.03500000000000003,0.9380263157894737,confidence,3,0.9021052631578947,0.8894970587089486,0.9446321694610128,0.317501439688124,0.4340630277437124,0.2468220338983051,0.8759398496240601,0.3851239669421488
setfit_ag_news,graphsvx,window,teacher_agreement,7600,266,0.03500000000000003,0.9380263157894737,explanation,19,0.8835526315789474,0.8726382017219214,0.9433004381693257,0.35518890458333074,0.3927327343041781,0.21262766945218198,0.8609022556390977,0.34102755026061055
setfit_ag_news,graphsvx,window,teacher_agreement,7600,266,0.03500000000000003,0.9380263157894737,confidence+explanation,22,0.8868421052631579,0.885211733998208,0.9493880597320954,0.3264014204910205,0.40805052299126043,0.22086466165413535,0.8834586466165414,0.3533834586466165
setfit_ag_news,graphsvx,window,teacher_agreement,7600,266,0.03500000000000003,0.9380263157894737,paper (4 dimensions),20,0.8827631578947368,0.8740406716272546,0.9440959912735206,0.3566842252619394,0.39299589662935286,0.2119815668202765,0.8646616541353384,0.3404885270170244
setfit_ag_news,graphsvx,window,gold_label,7600,562,0.07394736842105265,0.9380263157894737,majority baseline,0,0.9260526315789473,0.5,0.5,0.07394736842105264,0.0,0.0,0.0,0.0
setfit_ag_news,graphsvx,window,gold_label,7600,562,0.07394736842105265,0.9380263157894737,confidence,3,0.8697368421052631,0.7708519789369149,0.8359406839738319,0.3092575178737807,0.3936137760597114,0.3161512027491409,0.6548042704626335,0.4264194669756663
setfit_ag_news,graphsvx,window,gold_label,7600,562,0.07394736842105265,0.9380263157894737,explanation,19,0.8485526315789473,0.7692377121048017,0.835835762950288,0.31609288090570187,0.3687889941383432,0.28169014084507044,0.6761565836298933,0.3976975405546834
setfit_ag_news,graphsvx,window,gold_label,7600,562,0.07394736842105265,0.9380263157894737,confidence+explanation,22,0.8536842105263158,0.7761015696185122,0.8422796835480802,0.31122916176142557,0.3814388047112167,0.2916666666666667,0.6850533807829181,0.40913921360255046
setfit_ag_news,graphsvx,window,gold_label,7600,562,0.07394736842105265,0.9380263157894737,paper (4 dimensions),20,0.8489473684210527,0.7686322040291695,0.8359250090257362,0.3157370912602364,0.3684960658894323,0.2819940476190476,0.6743772241992882,0.39769150052465896
setfit_ag_news,subgraphx,constituency,teacher_agreement,7600,267,0.0351315789473684,0.9380263157894737,majority baseline,0,0.9648684210526316,0.5,0.5,0.03513157894736842,0.0,0.0,0.0,0.0
setfit_ag_news,subgraphx,constituency,teacher_agreement,7600,267,0.0351315789473684,0.9380263157894737,confidence,3,0.8984210526315789,0.8896180674198164,0.948047178855423,0.3279913346185102,0.4290128568622437,0.24102564102564103,0.8801498127340824,0.3784219001610306
setfit_ag_news,subgraphx,constituency,teacher_agreement,7600,267,0.0351315789473684,0.9380263157894737,explanation,19,0.9075,0.8762780841417204,0.94145699166101,0.37118229438748856,0.43174554359546596,0.25395033860045146,0.8426966292134831,0.39028620988725066
setfit_ag_news,subgraphx,constituency,teacher_agreement,7600,267,0.0351315789473684,0.9380263157894737,confidence+explanation,22,0.8976315789473684,0.8856000093977714,0.9452431698887233,0.34154179659583467,0.4242177588772075,0.23848515864892528,0.8726591760299626,0.3745980707395498
setfit_ag_news,subgraphx,constituency,teacher_agreement,7600,267,0.0351315789473684,0.9380263157894737,paper (4 dimensions),20,0.9073684210526316,0.8726009507071568,0.9413318582918223,0.37208218970101475,0.42815636197632095,0.25254813137032844,0.8352059925093633,0.38782608695652177
setfit_ag_news,subgraphx,constituency,gold_label,7600,574,0.07552631578947366,0.9380263157894737,majority baseline,0,0.9244736842105263,0.5,0.5,0.07552631578947368,0.0,0.0,0.0,0.0
setfit_ag_news,subgraphx,constituency,gold_label,7600,574,0.07552631578947366,0.9380263157894737,confidence,3,0.8632894736842105,0.766877084715705,0.8453757125103275,0.3215887715522307,0.3848422186291538,0.30864197530864196,0.6533101045296167,0.41922861934041367
setfit_ag_news,subgraphx,constituency,gold_label,7600,574,0.07552631578947366,0.9380263157894737,explanation,19,0.858421052631579,0.7458459420509784,0.8199995834287975,0.3310750836424393,0.3555847187628896,0.29187396351575456,0.6132404181184669,0.3955056179775281
setfit_ag_news,subgraphx,constituency,gold_label,7600,574,0.07552631578947366,0.9380263157894737,confidence+explanation,22,0.8552631578947368,0.7665356451051396,0.8320506411725089,0.3191601181033614,0.3756838614004113,0.2954898911353033,0.662020905923345,0.40860215053763443
setfit_ag_news,subgraphx,constituency,gold_label,7600,574,0.07552631578947366,0.9380263157894737,paper (4 dimensions),20,0.8592105263157894,0.7470728434257625,0.820219275146271,0.3303260241768927,0.3578414757389285,0.29367720465890185,0.6149825783972126,0.3975225225225225
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,263,0.034605263157894695,0.9380263157894737,majority baseline,0,0.9653947368421053,0.5,0.5,0.034605263157894736,0.0,0.0,0.0,0.0
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,263,0.034605263157894695,0.9380263157894737,confidence,3,0.9073684210526316,0.9061991645034724,0.9497836633014292,0.3399492540257762,0.4558644827556521,0.2595419847328244,0.9049429657794676,0.4033898305084746
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,263,0.034605263157894695,0.9380263157894737,explanation,19,0.9206578947368421,0.8782552208168297,0.9472463906311621,0.41185683276729057,0.456148661094575,0.2814910025706941,0.8326996197718631,0.4207492795389049
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,263,0.034605263157894695,0.9380263157894737,confidence+explanation,22,0.9075,0.9044343193076811,0.9517140841953721,0.3636736161996609,0.45452612153535554,0.2592997811816193,0.9011406844106464,0.40271877655055227
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,263,0.034605263157894695,0.9380263157894737,paper (4 dimensions),20,0.9205263157894736,0.8781870730725201,0.9472095960315728,0.409896051756755,0.4558070685718521,0.2811296534017972,0.8326996197718631,0.42034548944337813
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,564,0.0742105263157895,0.9380263157894737,majority baseline,0,0.9257894736842105,0.5,0.5,0.07421052631578948,0.0,0.0,0.0,0.0
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,564,0.0742105263157895,0.9380263157894737,confidence,3,0.8697368421052631,0.7730788770215185,0.8407191082134835,0.3161018970622904,0.3966634217724269,0.31794871794871793,0.6595744680851063,0.4290657439446367
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,564,0.0742105263157895,0.9380263157894737,explanation,19,0.8735526315789474,0.7482294703228382,0.8204237880968798,0.3462419696880612,0.37341461653155456,0.31534883720930235,0.601063829787234,0.41366687004270897
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,564,0.0742105263157895,0.9380263157894737,confidence+explanation,22,0.8628947368421053,0.7750918276422372,0.8429953955140533,0.32031308075146614,0.39078315139582487,0.30663430420711973,0.6719858156028369,0.4211111111111111
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,564,0.0742105263157895,0.9380263157894737,paper (4 dimensions),20,0.8736842105263158,0.7483005334268746,0.8202867018252634,0.3455841207744918,0.3736667374953663,0.31564245810055863,0.601063829787234,0.4139194139194139
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,317,0.04171052631578942,0.9380263157894737,majority baseline,0,0.9582894736842106,0.5,0.5,0.041710526315789476,0.0,0.0,0.0,0.0
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,317,0.04171052631578942,0.9380263157894737,confidence,3,0.8905263157894737,0.8825353194921322,0.9351499603025238,0.341454144651772,0.43995436106879426,0.2591206735266604,0.8738170347003155,0.3997113997113997
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,317,0.04171052631578942,0.9380263157894737,explanation,19,0.9060526315789473,0.884601840594167,0.9380784342431772,0.41773656380983265,0.4664778376164718,0.28950159066808057,0.861198738170347,0.43333333333333335
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,317,0.04171052631578942,0.9380263157894737,confidence+explanation,22,0.8907894736842106,0.8962503318951571,0.9379805441218065,0.39590935562099727,0.4529104503623685,0.26359447004608294,0.9022082018927445,0.4079885877318117
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,317,0.04171052631578942,0.9380263157894737,paper (4 dimensions),20,0.9060526315789473,0.8861104746328146,0.9378280780920608,0.41802138829129726,0.4678821007353269,0.28994708994708995,0.8643533123028391,0.43423137876386686
setfit_ag_news,subgraphx,syntactic,gold_label,7600,606,0.0797368421052631,0.9380263157894737,majority baseline,0,0.9202631578947369,0.5,0.5,0.07973684210526316,0.0,0.0,0.0,0.0
setfit_ag_news,subgraphx,syntactic,gold_label,7600,606,0.0797368421052631,0.9380263157894737,confidence,3,0.8576315789473684,0.7832333419215527,0.839939184081405,0.31443230128575417,0.4052908763355948,0.3194233687405159,0.6947194719471947,0.4376299376299376
setfit_ag_news,subgraphx,syntactic,gold_label,7600,606,0.0797368421052631,0.9380263157894737,explanation,19,0.8663157894736843,0.7758941893617444,0.8288860985040454,0.34756861631427277,0.4071752961169847,0.3319672131147541,0.6683168316831684,0.44359255202628695
setfit_ag_news,subgraphx,syntactic,gold_label,7600,606,0.0797368421052631,0.9380263157894737,confidence+explanation,22,0.8531578947368421,0.788338613672634,0.837894055347771,0.3400844324537045,0.40614449414648773,0.3141399416909621,0.7112211221122112,0.435793731041456
setfit_ag_news,subgraphx,syntactic,gold_label,7600,606,0.0797368421052631,0.9380263157894737,paper (4 dimensions),20,0.8664473684210526,0.7774728645298044,0.8286102845343157,0.34698530821543605,0.4090987970009521,0.3327882256745707,0.6716171617161716,0.44505194095133954
setfit_ag_news,subgraphx,window,teacher_agreement,7600,266,0.03500000000000003,0.9380263157894737,majority baseline,0,0.965,0.5,0.5,0.035,0.0,0.0,0.0,0.0
setfit_ag_news,subgraphx,window,teacher_agreement,7600,266,0.03500000000000003,0.9380263157894737,confidence,3,0.901578947368421,0.889224356227356,0.9441969732074937,0.31891037385993715,0.43297317153135023,0.24578059071729957,0.8759398496240601,0.38385502471169686
setfit_ag_news,subgraphx,window,teacher_agreement,7600,266,0.03500000000000003,0.9380263157894737,explanation,19,0.9094736842105263,0.8697650862908566,0.9385655644428771,0.3524698075845774,0.4285959201751404,0.2552204176334107,0.8270676691729323,0.3900709219858156
setfit_ag_news,subgraphx,window,teacher_agreement,7600,266,0.03500000000000003,0.9380263157894737,confidence+explanation,22,0.9003947368421052,0.8867992520160505,0.940689260648212,0.3283352580490802,0.42892139909783983,0.24293193717277486,0.8721804511278195,0.38001638001638
setfit_ag_news,subgraphx,window,teacher_agreement,7600,266,0.03500000000000003,0.9380263157894737,paper (4 dimensions),20,0.9097368421052632,0.8699014375316529,0.9383292564654068,0.3519958618236789,0.4291885349484773,0.2558139534883721,0.8270676691729323,0.3907637655417407
setfit_ag_news,subgraphx,window,gold_label,7600,562,0.07394736842105265,0.9380263157894737,majority baseline,0,0.9260526315789473,0.5,0.5,0.07394736842105264,0.0,0.0,0.0,0.0
setfit_ag_news,subgraphx,window,gold_label,7600,562,0.07394736842105265,0.9380263157894737,confidence,3,0.8694736842105263,0.7707098931170797,0.8402844143485441,0.3101830588673594,0.39313083481043826,0.3156089193825043,0.6548042704626335,0.42592592592592593
setfit_ag_news,subgraphx,window,gold_label,7600,562,0.07394736842105265,0.9380263157894737,explanation,19,0.8553947368421052,0.7606523913397428,0.8278099367035484,0.3117454287991662,0.36600873225063246,0.2880820836621942,0.6494661921708185,0.3991252050300711
setfit_ag_news,subgraphx,window,gold_label,7600,562,0.07394736842105265,0.9380263157894737,confidence+explanation,22,0.8592105263157894,0.7725362773919717,0.840878798267463,0.3103560823806916,0.3833021977225921,0.2987321711568938,0.6708185053380783,0.4133771929824561
setfit_ag_news,subgraphx,window,gold_label,7600,562,0.07394736842105265,0.9380263157894737,paper (4 dimensions),20,0.8544736842105263,0.7593364541649348,0.8276804919708871,0.31340057711662733,0.3635880177461114,0.2861635220125786,0.6476868327402135,0.3969465648854962
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,majority baseline,0,0.9380263157894737,0.5,0.5,0.06197368421052631,0.0,0.0,0.0,0.0
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,confidence,3,0.8378947368421052,0.8114745578822066,0.8868036687564534,0.3342144929388435,0.37765457436495015,0.2458249832999332,0.7813163481953291,0.37398373983739835
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,explanation,19,0.8740789473684211,0.7801987873459649,0.862640231177997,0.3617594804536666,0.3811750743782421,0.2830357142857143,0.673036093418259,0.39849151477058453
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,confidence+explanation,22,0.8364473684210526,0.8097116261173003,0.8852889680289742,0.35446132758735255,0.3746696840929383,0.24369189907038513,0.7791932059447984,0.3712696004046535
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,paper (4 dimensions),20,0.8736842105263158,0.7819712492766753,0.8636712759909214,0.3640030353114359,0.3825998747555826,0.28305235137533274,0.6772823779193206,0.3992490613266583
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,majority baseline,0,0.9380263157894737,0.5,0.5,0.06197368421052631,0.0,0.0,0.0,0.0
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,confidence,3,0.8378947368421052,0.8114745578822066,0.8868036687564534,0.3342144929388435,0.37765457436495015,0.2458249832999332,0.7813163481953291,0.37398373983739835
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,explanation,19,0.8740789473684211,0.7801987873459649,0.862640231177997,0.3617594804536666,0.3811750743782421,0.2830357142857143,0.673036093418259,0.39849151477058453
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,confidence+explanation,22,0.8364473684210526,0.8097116261173003,0.8852889680289742,0.35446132758735255,0.3746696840929383,0.24369189907038513,0.7791932059447984,0.3712696004046535
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,paper (4 dimensions),20,0.8736842105263158,0.7819712492766753,0.8636712759909214,0.3640030353114359,0.3825998747555826,0.28305235137533274,0.6772823779193206,0.3992490613266583
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,62,0.07110091743119262,0.9174311926605505,majority baseline,0,0.9288990825688074,0.5,0.5,0.07110091743119266,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,62,0.07110091743119262,0.9174311926605505,confidence,3,0.8509174311926605,0.8750696933492632,0.932357626443648,0.47866760861890584,0.47631145205147657,0.3111111111111111,0.9032258064516129,0.4628099173553719
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,62,0.07110091743119262,0.9174311926605505,explanation,19,0.8727064220183486,0.8719036240541617,0.9120669056152928,0.4750457236709729,0.497503239670896,0.34394904458598724,0.8709677419354839,0.4931506849315068
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,62,0.07110091743119262,0.9174311926605505,confidence+explanation,22,0.8600917431192661,0.8800079649542015,0.9146953405017921,0.4539259753566379,0.4908488817248789,0.32558139534883723,0.9032258064516129,0.47863247863247865
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,62,0.07110091743119262,0.9174311926605505,paper (4 dimensions),20,0.8727064220183486,0.8719036240541617,0.9120669056152927,0.4726102355063262,0.497503239670896,0.34394904458598724,0.8709677419354839,0.4931506849315068
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,96,0.11009174311926606,0.9174311926605505,majority baseline,0,0.8899082568807339,0.5,0.5,0.11009174311926606,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,96,0.11009174311926606,0.9174311926605505,confidence,3,0.7694954128440367,0.7518256013745704,0.8080836554982818,0.31480442642209544,0.35073535007661405,0.2857142857142857,0.7291666666666666,0.41055718475073316
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,96,0.11009174311926606,0.9174311926605505,explanation,19,0.7821100917431193,0.7315292096219931,0.7867133805841925,0.3027483107557369,0.332712483810217,0.2882882882882883,0.6666666666666666,0.4025157232704403
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,96,0.11009174311926606,0.9174311926605505,confidence+explanation,22,0.7637614678899083,0.734911941580756,0.7894115120274915,0.30126423423562276,0.3275871307385567,0.27459016393442626,0.6979166666666666,0.3941176470588235
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,96,0.11009174311926606,0.9174311926605505,paper (4 dimensions),20,0.7809633027522935,0.7263208762886597,0.78649860395189,0.3025662476738532,0.32571252377285603,0.2850678733031674,0.65625,0.39747634069400634
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,72,0.08256880733944949,0.9174311926605505,majority baseline,0,0.9174311926605505,0.5,0.5,0.08256880733944955,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,72,0.08256880733944949,0.9174311926605505,confidence,3,0.8360091743119266,0.8600694444444444,0.9079166666666667,0.3777652254875419,0.4722733459806506,0.32160804020100503,0.8888888888888888,0.47232472324723246
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,72,0.08256880733944949,0.9174311926605505,explanation,19,0.8589449541284404,0.8409722222222222,0.9093749999999999,0.4865735521038295,0.47483117259578805,0.34911242603550297,0.8194444444444444,0.4896265560165975
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,72,0.08256880733944949,0.9174311926605505,confidence+explanation,22,0.8474770642201835,0.8473611111111111,0.9130034722222222,0.46015783835815566,0.46955587297062784,0.3333333333333333,0.8472222222222222,0.47843137254901963
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,72,0.08256880733944949,0.9174311926605505,paper (4 dimensions),20,0.8589449541284404,0.8409722222222222,0.9092013888888889,0.4843942723572767,0.47483117259578805,0.34911242603550297,0.8194444444444444,0.4896265560165975
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,106,0.12155963302752293,0.9174311926605505,majority baseline,0,0.8784403669724771,0.5,0.5,0.12155963302752294,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,106,0.12155963302752293,0.9174311926605505,confidence,3,0.7786697247706422,0.7724148972855807,0.8218631459677818,0.3178063080836808,0.39417081921445013,0.3253012048192771,0.7641509433962265,0.4563380281690141
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,106,0.12155963302752293,0.9174311926605505,explanation,19,0.7706422018348624,0.7231390708901917,0.7988201389230996,0.3379975204214532,0.32912029640201595,0.29914529914529914,0.660377358490566,0.4117647058823529
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,106,0.12155963302752293,0.9174311926605505,confidence+explanation,22,0.7763761467889908,0.7548524557859992,0.8064190354204641,0.33494213886602886,0.3714990234203887,0.3168724279835391,0.7264150943396226,0.44126074498567336
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,106,0.12155963302752293,0.9174311926605505,paper (4 dimensions),20,0.7706422018348624,0.7231390708901917,0.7985738213705108,0.3376520792938386,0.32912029640201595,0.29914529914529914,0.660377358490566,0.4117647058823529
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,71,0.08142201834862384,0.9174311926605505,majority baseline,0,0.9185779816513762,0.5,0.5,0.08142201834862385,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,71,0.08142201834862384,0.9174311926605505,confidence,3,0.8061926605504587,0.8239084946633609,0.8717975769724464,0.2871421411762576,0.40914819996609847,0.27522935779816515,0.8450704225352113,0.41522491349480967
